Month,PM2.5 (µg/m³),PM10 (µg/m³),NO2 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),City,Year
2020-06,,,,,,,hyderabad,2020
2020-07,,,,,,,hyderabad,2020
2020-08,,,,,,,hyderabad,2020
2020-09,,,,,,,hyderabad,2020
2020-10,,,,,,,hyderabad,2020
2020-11,,,,,,,hyderabad,2020
2020-12,,,,,,,hyderabad,2020
2021-01,,,,,,,hyderabad,2021
2021-02,,,,,,,hyderabad,2021
2021-03,,,,,,,hyderabad,2021
2021-04,,,,,,,hyderabad,2021
2021-05,,,,,,,hyderabad,2021
2021-06,,,,,,,hyderabad,2021
2021-07,,,,,,,hyderabad,2021
2021-08,,,,,,,hyderabad,2021
2021-09,,,,,,,hyderabad,2021
2021-10,,,,,,,hyderabad,2021
2021-11,,,,,,,hyderabad,2021
2021-12,,,,,,,hyderabad,2021
2022-01,,,,,,,hyderabad,2022
2022-02,,,,,,,hyderabad,2022
2022-03,,,,,,,hyderabad,2022
2022-04,,,,,,,hyderabad,2022
2022-05,20.456666666666667,72.09833333333334,13.998333333333333,28.293333333333333,0.7966666666666667,21.055,hyderabad,2022
2022-06,24.282,67.03066666666668,13.998333333333333,24.30103448275862,0.6836666666666666,24.418999999999997,hyderabad,2022
2022-07,26.937741935483867,57.6658064516129,3.9803225806451614,8.621290322580645,0.6361290322580645,24.398709677419355,hyderabad,2022
2022-08,24.335806451612903,59.58903225806451,4.910645161290322,6.409032258064516,0.762258064516129,20.22741935483871,hyderabad,2022
2022-09,17.014666666666667,49.44466666666666,7.216333333333334,6.494666666666666,0.7676666666666667,26.698333333333334,hyderabad,2022
2022-10,24.745483870967742,43.24225806451613,6.02483870967742,6.484516129032259,0.9070967741935484,17.745806451612903,hyderabad,2022
2022-11,32.035862068965514,65.84766666666667,5.634333333333333,5.979,0.6336666666666667,16.807333333333336,hyderabad,2022
2022-12,37.461290322580645,67.50741935483872,4.7141935483870965,9.067741935483872,0.8725806451612903,18.159354838709675,hyderabad,2022
2023-01,44.376617748619715,79.2520463072879,4.508369836123213,9.386991155185127,0.9164775710368478,15.12127587216975,hyderabad,2023
2023-02,37.4374413121062,94.17216595496895,7.1013753234989645,9.500886279330572,1.036034954063147,16.162591334541062,hyderabad,2023
2023-03,37.752531958368145,90.93999954805996,8.786669664902998,8.49032713054022,0.8548512155856938,21.453983294563038,hyderabad,2023
2023-04,44.947377718285615,76.13845877003114,8.232978900850611,7.62674934653553,0.7759260728414173,17.13700031652706,hyderabad,2023
2023-05,43.94954133173925,69.65786097544431,8.61925248015873,10.863408068783068,0.9676550392184163,21.313041270843357,hyderabad,2023
2023-06,32.03595585867197,72.0212331569101,9.377623792270532,11.04796071675823,0.6617465930562411,15.681200860507245,hyderabad,2023
2023-07,27.151865783410138,69.38536446749816,7.614506446534035,10.807958365959639,0.7107107992127717,18.366779389108974,hyderabad,2023
2023-08,25.01917285124388,70.61902366133376,10.468080216650893,9.973787550292547,0.8361728632471463,11.82849759735576,hyderabad,2023
2023-09,22.04058521108521,59.064597594149674,10.305830685903603,9.38119837916713,0.8242720961171143,21.432614793335354,hyderabad,2023
2023-10,33.58348882850241,65.68068236714976,15.88517237416238,7.943687886933854,0.8387767460595739,17.978875058438522,hyderabad,2023
2023-11,39.318173989898995,80.1577680976431,16.68037503006253,9.490949328568941,0.7123633642977393,18.70655921717172,hyderabad,2023
2023-12,25.282595877064363,63.11192828808029,20.496354191382206,10.444461453623157,0.6559039391152612,18.339657482078856,hyderabad,2023
2024-01,24.24586206896552,66.59,18.87,11.52551724137931,0.8824137931034483,16.126206896551725,hyderabad,2024
2024-02,18.227931034482758,63.38758620689655,18.503103448275862,13.624827586206896,0.4531034482758621,13.54103448275862,hyderabad,2024
2024-03,23.228709677419356,68.85516129032258,17.51241379310345,11.912903225806453,0.4712903225806451,19.707419354838713,hyderabad,2024
2024-04,31.79206896551724,84.68413793103448,17.847586206896555,5.842068965517241,0.5272413793103448,31.449310344827584,hyderabad,2024
2024-05,28.606129032258064,83.85870967741936,17.263548387096773,13.022258064516128,0.5303225806451614,30.563870967741938,hyderabad,2024
2024-06,22.96103448275862,77.51620689655172,13.334285714285715,12.946206896551724,0.3968965517241379,30.098275862068967,hyderabad,2024
2024-07,18.467741935483872,65.15935483870967,11.775161290322579,10.588064516129032,0.49193548387096775,22.600322580645162,hyderabad,2024
2024-08,25.23774193548387,70.06838709677419,8.99709677419355,11.388709677419355,0.6241935483870968,23.959032258064518,hyderabad,2024
2024-09,29.63103448275862,71.8096551724138,8.505172413793103,12.546206896551723,0.6389655172413794,22.974137931034484,hyderabad,2024
2024-10,30.6115,69.53450000000001,13.956999999999999,17.653,0.622,28.65,hyderabad,2024
2017-01,,,,,,,indore,2017
2017-02,,,,,,,indore,2017
2017-03,,,,,,,indore,2017
2017-04,,,,,,,indore,2017
2017-05,,,,,,,indore,2017
2017-06,,,,,,,indore,2017
2017-07,,,,,,,indore,2017
2017-08,,,,,,,indore,2017
2017-09,,,,,,,indore,2017
2017-10,,,,,,,indore,2017
2017-11,,,,,,,indore,2017
2017-12,,,,,,,indore,2017
2018-01,,,,,,,indore,2018
2018-02,,,,,,,indore,2018
2018-03,,,,,,,indore,2018
2018-04,,,,,,,indore,2018
2018-05,,,,,,,indore,2018
2018-06,,,,,,,indore,2018
2018-07,,,,,,,indore,2018
2018-08,,,,,,,indore,2018
2018-09,,,,,,,indore,2018
2018-10,,,,,,,indore,2018
2018-11,,,,,,,indore,2018
2018-12,,,,,,,indore,2018
2019-01,,,,,,,indore,2019
2019-02,,,,,,,indore,2019
2019-03,,,,,,,indore,2019
2019-04,,,,,,,indore,2019
2019-05,,,,,,,indore,2019
2019-06,,,,,,,indore,2019
2019-07,,,,,,,indore,2019
2019-08,,,,,,,indore,2019
2019-09,19.643571428571427,55.58571428571429,40.06928571428572,6.402857142857143,1.157142857142857,23.022142857142857,indore,2019
2019-10,51.2241935483871,123.59064516129033,57.79548387096774,6.338709677419355,1.2764516129032257,26.503870967741936,indore,2019
2019-11,71.304,154.97866666666667,58.92642857142857,8.542,1.2126666666666668,42.844,indore,2019
2019-12,73.60612903225807,135.68451612903226,58.299354838709675,10.04967741935484,1.0977419354838711,40.11096774193548,indore,2019
2020-01,62.75,127.38806451612903,68.71774193548387,10.279677419354838,0.9209677419354839,32.57516129032258,indore,2020
2020-02,53.65074074074074,137.40333333333334,80.99592592592592,12.381481481481481,0.9555555555555556,31.61925925925926,indore,2020
2020-03,36.58806451612903,118.63419354838709,67.65548387096774,9.825806451612904,0.6967741935483871,34.432580645161295,indore,2020
2020-04,39.150666666666666,111.95533333333333,34.605000000000004,7.810333333333333,0.4843333333333334,36.014,indore,2020
2020-05,17.76322580645161,95.72322580645161,40.11451612903225,7.766451612903226,0.3016129032258064,79.36870967741935,indore,2020
2020-06,16.176333333333336,50.533,30.351333333333333,7.832333333333334,0.5823333333333333,59.75833333333333,indore,2020
2020-07,16.22,45.36,25.682000000000002,9.601612903225806,0.6035483870967743,51.519677419354835,indore,2020
2020-08,12.263225806451613,33.03548387096774,22.786451612903225,9.394838709677419,0.5319354838709677,43.84516129032258,indore,2020
2020-09,23.414333333333335,58.02633333333333,24.466666666666665,7.645,0.6756666666666666,43.68066666666667,indore,2020
2020-10,50.27258064516129,122.79225806451613,48.83838709677419,12.343548387096773,0.9712903225806452,53.29032258064516,indore,2020
2020-11,78.03233333333333,155.88933333333335,57.38133333333334,12.55,1.2623333333333333,70.35433333333334,indore,2020
2020-12,69.9616129032258,141.82806451612905,52.483548387096775,12.428387096774193,1.1993548387096775,47.29258064516129,indore,2020
2021-01,72.00774193548386,139.38806451612902,46.96354838709677,14.548709677419355,1.1138709677419356,42.33870967741935,indore,2021
2021-02,67.39818181818181,183.69608695652175,69.37035714285715,15.02,1.4996428571428573,34.869285714285716,indore,2021
2021-03,54.96677419354839,170.62032258064517,53.145161290322584,16.705806451612904,1.3148387096774192,41.53,indore,2021
2021-04,58.84166666666667,167.58333333333334,35.75466666666667,18.851999999999997,0.9480000000000001,57.15566666666667,indore,2021
2021-05,27.20935483870968,98.74612903225807,17.55838709677419,12.30258064516129,0.6048387096774194,71.21129032258065,indore,2021
2021-06,23.662,72.07533333333332,25.78966666666667,9.942333333333332,0.606,54.02551724137931,indore,2021
2021-07,20.256129032258066,59.420645161290324,30.010322580645163,10.03483870967742,0.6158064516129033,38.08032258064516,indore,2021
2021-08,24.542580645161287,68.22709677419354,32.399032258064516,11.386774193548387,0.762258064516129,27.938709677419357,indore,2021
2021-09,19.697333333333333,46.11833333333333,31.283333333333335,10.895666666666667,0.77,29.21333333333333,indore,2021
2021-10,46.75516129032258,121.08193548387096,60.12870967741936,14.379032258064516,1.0874193548387097,50.33516129032258,indore,2021
2021-11,84.85233333333333,159.54633333333334,83.554,19.294666666666668,1.6196666666666666,69.47133333333333,indore,2021
2021-12,84.65516129032258,149.02096774193546,75.61387096774195,15.137419354838709,1.2925806451612902,57.17,indore,2021
2022-01,63.24193548387097,127.3025806451613,63.49,14.896774193548387,1.0138709677419355,52.44870967741935,indore,2022
2022-02,59.06535714285714,157.81571428571428,87.64107142857142,16.662857142857142,1.3014285714285714,61.15535714285714,indore,2022
2022-03,52.07064516129032,155.16548387096773,78.46290322580644,18.373225806451615,1.3709677419354838,63.95580645161291,indore,2022
2022-04,61.458,167.27833333333334,84.92233333333334,20.214333333333332,1.1626666666666667,69.30799999999999,indore,2022
2022-05,47.32916666666667,163.43566666666666,52.91645161290323,14.748064516129032,0.8011764705882354,51.280967741935484,indore,2022
2022-06,33.115,88.41233333333334,38.811,12.632,0.716,44.05466666666666,indore,2022
2022-07,24.190322580645162,55.505483870967744,36.22967741935484,11.426774193548388,0.6729032258064516,31.673548387096773,indore,2022
2022-08,30.510645161290324,67.6174193548387,33.64032258064516,12.09258064516129,0.792258064516129,34.22806451612903,indore,2022
2022-09,30.891333333333332,75.22166666666666,40.952,13.914666666666667,0.9510714285714286,28.172,indore,2022
2022-10,36.35322580645161,120.1116129032258,56.92193548387097,16.379677419354838,1.1300000000000001,32.876451612903224,indore,2022
2022-11,39.318,154.05733333333333,85.21700000000001,16.131666666666668,1.5276666666666665,30.31344827586207,indore,2022
2022-12,32.80612903225806,130.94451612903225,73.14612903225807,14.835806451612903,0.9487096774193549,37.403225806451616,indore,2022
2023-01,37.8318654132995,150.77587365591395,48.91899641577061,14.65611559139785,1.0027824956554796,36.21522177419355,indore,2023
2023-02,36.951281055900616,134.32026397515529,71.23670634920634,16.488206845238096,1.984170818236715,37.98557679865424,indore,2023
2023-03,28.467314271749753,94.18675721561969,54.56592741935484,15.040880376344086,1.3467085476079166,37.66812744379277,indore,2023
2023-04,28.16718445419103,80.81977948343079,61.01209953703704,19.632737336601306,1.6456865093742812,31.332767806267803,indore,2023
2023-05,23.794429025275797,88.27875497865855,55.34980638760881,14.501440092165899,1.3297266385048643,50.783762451706004,indore,2023
2023-06,28.41134963768116,88.39921109385783,36.37440889550264,14.412846187025535,1.2495127199792961,46.821580771239034,indore,2023
2023-07,28.082029850700955,63.48085164407044,28.45141610230583,12.434432512224413,1.4400218541685057,31.87549316868654,indore,2023
2023-08,30.767137096774192,92.05141129032258,31.411155913978494,12.889908154121864,1.2044171244350943,29.53493503584229,indore,2023
2023-09,32.7669986906098,80.15843875551,38.19015151515151,11.96152614104003,1.228388865506921,36.62333871118593,indore,2023
2023-10,63.72703853046595,143.9266353046595,66.62684343434343,14.303393817204302,1.726760752688172,52.78947132616487,indore,2023
2023-11,102.10981481481483,174.16148239642806,53.58998148148148,15.954297839506173,1.9528112023007858,57.833506944444444,indore,2023
2023-12,81.46841397849462,133.34475806451613,64.6498767921147,14.295049283154123,1.5235304659498208,54.43350134408602,indore,2023
2024-01,91.5067741935484,151.7867741935484,65.6441935483871,14.908064516129034,1.7609677419354839,47.42741935483871,indore,2024
2024-02,62.39172413793103,133.38103448275862,65.19103448275862,15.235172413793103,1.6058620689655172,55.13448275862069,indore,2024
2024-03,48.16096774193549,127.3341935483871,70.24193548387096,17.59193548387097,1.5051612903225806,59.534193548387094,indore,2024
2024-04,47.73266666666667,124.14133333333332,56.492666666666665,19.301,1.53,59.99733333333334,indore,2024
2024-05,34.91096774193549,115.56387096774193,52.70612903225807,14.456774193548387,1.5477419354838708,65.10225806451614,indore,2024
2024-06,24.439666666666668,76.57233333333333,40.791666666666664,10.649000000000001,1.464,43.53,indore,2024
2024-07,21.973870967741938,56.74258064516129,35.215161290322584,8.945806451612903,1.5303225806451612,28.385161290322582,indore,2024
2024-08,23.924193548387095,59.84548387096774,34.18483870967742,9.520645161290322,1.0106451612903227,26.96516129032258,indore,2024
2024-09,29.21833333333333,70.49066666666666,45.07666666666667,10.253333333333334,1.1066666666666667,34.943333333333335,indore,2024
2024-10,56.163,118.7145,64.79249999999999,10.2335,1.4285,41.3305,indore,2024
2017-01,,,,,,,jaipur,2017
2017-02,,,,,,,jaipur,2017
2017-03,,,,,,,jaipur,2017
2017-04,,,,,,,jaipur,2017
2017-05,,,,,,,jaipur,2017
2017-06,,,,,,,jaipur,2017
2017-07,,,,,,,jaipur,2017
2017-08,,,,,,,jaipur,2017
2017-09,,,,,,,jaipur,2017
2017-10,68.59947368421054,190.15473684210528,30.25157894736842,10.216842105263158,1.1005263157894738,52.96684210526316,jaipur,2017
2017-11,74.12266666666666,174.592,22.133,7.527,1.2373333333333332,58.999,jaipur,2017
2017-12,,,,,,,jaipur,2017
2018-01,60.9741935483871,168.29290322580644,26.35483870967742,11.51290322580645,0.8009677419354838,45.79838709677419,jaipur,2018
2018-02,54.80642857142857,182.66464285714284,27.86785714285714,10.728571428571428,0.9589285714285715,53.528571428571425,jaipur,2018
2018-03,45.439677419354844,122.61322580645162,42.32064516129032,8.096451612903227,0.7135483870967743,60.69548387096774,jaipur,2018
2018-04,48.980000000000004,163.15200000000002,29.567666666666664,8.343666666666667,0.6859999999999999,60.409666666666666,jaipur,2018
2018-05,56.653225806451616,194.44774193548386,28.95709677419355,9.54225806451613,0.8254838709677419,71.51935483870967,jaipur,2018
2018-06,76.73666666666666,181.59366666666668,20.08413793103448,6.586666666666667,0.6553333333333333,52.69766666666667,jaipur,2018
2018-07,53.45741935483871,102.0816129032258,19.38935483870968,8.211612903225806,0.7338709677419355,26.225483870967743,jaipur,2018
2018-08,32.03032258064516,91.64064516129032,31.696129032258067,8.729354838709678,0.7116129032258064,21.97935483870968,jaipur,2018
2018-09,29.990666666666666,100.74266666666668,34.015,9.509333333333332,0.8336666666666666,23.328333333333333,jaipur,2018
2018-10,46.67741935483871,159.6148387096774,37.773870967741935,9.467419354838709,1.024516129032258,58.3458064516129,jaipur,2018
2018-11,55.929,166.99433333333334,44.78,12.319666666666668,1.6686666666666667,55.25933333333333,jaipur,2018
2018-12,43.25225806451613,146.58903225806452,41.39354838709678,7.892903225806452,1.4709677419354839,49.700967741935486,jaipur,2018
2019-01,42.62419354838709,125.31129032258065,26.783548387096772,9.459354838709677,1.1451612903225807,55.18096774193548,jaipur,2019
2019-02,36.15464285714286,100.23,32.10964285714286,8.557142857142857,0.9096428571428571,61.93857142857143,jaipur,2019
2019-03,30.46451612903226,86.96612903225805,36.861935483870965,10.43483870967742,0.716774193548387,65.51838709677419,jaipur,2019
2019-04,43.31166666666666,145.34766666666667,38.24666666666667,12.036666666666667,0.978,67.02,jaipur,2019
2019-05,47.57709677419354,136.32870967741934,42.54806451612903,9.617096774193548,1.027741935483871,55.906451612903226,jaipur,2019
2019-06,39.641,102.41000000000001,33.82266666666666,10.891,0.901,56.733,jaipur,2019
2019-07,30.442580645161293,71.5341935483871,23.299032258064514,9.420967741935485,0.8983870967741936,32.450322580645164,jaipur,2019
2019-08,19.521612903225805,47.12,22.864516129032257,9.098709677419356,0.987741935483871,24.556129032258063,jaipur,2019
2019-09,22.51066666666667,49.93833333333334,25.761000000000003,10.556666666666667,0.9653333333333334,28.964666666666666,jaipur,2019
2019-10,37.704193548387096,107.21451612903226,48.35290322580645,12.65709677419355,1.0025806451612902,52.46612903225807,jaipur,2019
2019-11,44.82666666666667,122.15166666666667,41.849666666666664,12.302333333333333,1.0243333333333333,66.95566666666667,jaipur,2019
2019-12,44.167741935483875,116.41032258064516,48.48903225806452,11.38225806451613,0.9938709677419355,51.1958064516129,jaipur,2019
2020-01,34.917741935483875,88.87548387096774,39.62096774193548,10.87483870967742,0.9293548387096775,46.342903225806445,jaipur,2020
2020-02,37.80793103448276,96.30724137931034,46.7548275862069,13.886896551724137,0.9048275862068965,56.80758620689655,jaipur,2020
2020-03,27.320967741935487,72.5441935483871,25.213548387096775,12.064516129032258,0.6916129032258065,62.84516129032258,jaipur,2020
2020-04,23.374333333333333,67.29666666666667,11.123,11.304666666666666,0.6833333333333333,56.96366666666666,jaipur,2020
2020-05,35.04741935483871,100.73354838709677,17.092903225806452,9.646774193548387,0.7874193548387097,63.053225806451614,jaipur,2020
2020-06,28.237000000000002,73.83066666666667,19.216666666666665,10.063333333333333,0.6913333333333334,58.48866666666667,jaipur,2020
2020-07,19.893870967741936,50.74774193548387,20.518387096774195,8.939354838709678,0.622258064516129,42.41870967741936,jaipur,2020
2020-08,14.556774193548387,35.817741935483866,21.78548387096774,8.842258064516129,0.6490322580645161,24.19,jaipur,2020
2020-09,29.970333333333333,76.65366666666667,26.786333333333335,9.170333333333334,0.8300000000000001,35.13700000000001,jaipur,2020
2020-10,53.59645161290322,129.958064516129,53.145483870967745,10.105483870967742,1.0332258064516129,67.49129032258064,jaipur,2020
2020-11,84.88333333333334,136.14600000000002,57.875,11.171333333333333,1.3996666666666668,51.208999999999996,jaipur,2020
2020-12,64.58290322580646,127.27258064516128,57.46774193548387,12.058709677419355,1.2583870967741935,43.47677419354839,jaipur,2020
2021-01,65.38225806451614,116.18580645161289,49.49677419354838,11.976451612903226,1.275806451612903,49.06967741935484,jaipur,2021
2021-02,57.840357142857144,110.66607142857143,42.62928571428571,14.418214285714285,1.315,47.894285714285715,jaipur,2021
2021-03,60.20741935483871,128.5916129032258,37.92258064516129,14.227741935483872,1.1193548387096774,52.98967741935484,jaipur,2021
2021-04,63.208999999999996,129.89466666666667,25.705,12.101666666666667,1.0386666666666666,53.61233333333334,jaipur,2021
2021-05,41.61741935483871,94.18193548387096,18.458709677419357,14.156451612903227,1.0061290322580645,52.79322580645161,jaipur,2021
2021-06,46.827,110.538,18.879666666666665,11.745333333333333,0.6709999999999999,50.251666666666665,jaipur,2021
2021-07,35.99193548387097,73.67,21.626774193548385,11.192903225806452,0.7422580645161291,39.64,jaipur,2021
2021-08,32.796129032258065,73.05741935483871,21.750645161290322,13.083870967741936,0.6499999999999999,38.9083870967742,jaipur,2021
2021-09,21.482333333333333,40.025666666666666,21.340666666666667,13.507,0.7006666666666667,35.27733333333333,jaipur,2021
2021-10,50.064193548387095,102.30193548387098,49.48096774193549,12.059032258064516,1.014516129032258,47.03516129032258,jaipur,2021
2021-11,110.82,166.631,67.421,11.104000000000001,1.1426666666666667,57.96333333333334,jaipur,2021
2021-12,84.15806451612903,128.05161290322582,50.86129032258064,11.219354838709679,0.9951612903225807,54.19387096774194,jaipur,2021
2022-01,65.9241935483871,106.08774193548388,41.526774193548384,11.141290322580645,0.9238709677419356,37.44741935483871,jaipur,2022
2022-02,50.32071428571429,112.55321428571428,36.925357142857145,11.645714285714286,0.6610714285714285,47.96071428571429,jaipur,2022
2022-03,60.40516129032258,125.43645161290323,43.61290322580645,12.949032258064516,0.8048387096774193,52.01064516129032,jaipur,2022
2022-04,62.493,152.76233333333332,49.264,14.086666666666668,0.9016666666666667,41.53933333333334,jaipur,2022
2022-05,82.33032258064516,186.78161290322583,32.42967741935484,10.925806451612903,0.7154838709677419,52.8041935483871,jaipur,2022
2022-06,46.898,124.05766666666666,25.986333333333334,11.073666666666666,0.763,53.757,jaipur,2022
2022-07,18.568064516129034,39.4241935483871,25.9158064516129,9.515161290322581,0.7474193548387097,38.5558064516129,jaipur,2022
2022-08,19.50709677419355,49.796451612903226,24.46451612903226,8.855483870967742,0.6577419354838709,31.3341935483871,jaipur,2022
2022-09,32.538,67.06366666666666,32.283,12.595333333333334,0.7956666666666667,36.678,jaipur,2022
2022-10,56.556451612903224,102.73935483870967,47.71451612903226,14.480322580645161,0.857741935483871,50.87129032258064,jaipur,2022
2022-11,65.952,114.148,67.511,10.345333333333334,1.1323333333333332,44.08766666666667,jaipur,2022
2022-12,56.64354838709678,114.99774193548386,63.28,14.94032258064516,0.9616129032258065,40.12580645161291,jaipur,2022
2023-01,69.64726388631247,115.39195459297272,54.3354546008201,15.278879258033536,0.7914304832030988,50.53840069132013,jaipur,2023
2023-02,54.91120942636771,117.77770122681264,51.70012616743832,17.89043557147371,1.0072386955550776,46.70080458916659,jaipur,2023
2023-03,32.509316539558256,76.0774215004072,42.4786136063011,17.826311841516972,0.8156947363419138,41.897730735736786,jaipur,2023
2023-04,51.4017462438368,97.2217891503714,36.64813727740657,15.940785334844302,0.8164538200326243,58.53038689038418,jaipur,2023
2023-05,40.38443187105477,103.84037207620314,52.26737166754957,14.01541242481416,0.6973982568876502,55.52160891688372,jaipur,2023
2023-06,35.31389703030816,106.09651829604202,27.398720171957674,12.181157066916576,0.7935429750402576,41.90676727484472,jaipur,2023
2023-07,30.481701283719282,71.36576244708287,18.07408785308505,13.025942170061121,1.03580973612786,38.27766456881874,jaipur,2023
2023-08,43.73913325678139,114.09107686891961,21.153591244576496,11.908493406186691,0.6955301139272914,34.805382125325586,jaipur,2023
2023-09,30.434352577652135,62.612844987901255,27.154717526455027,11.29977817747872,0.8346823082010583,43.12651214146477,jaipur,2023
2023-10,51.52313743146755,114.0509315681721,56.46505233013701,11.199096479344638,0.9086473810687521,59.471752557254575,jaipur,2023
2023-11,105.2374432482034,156.10927717064538,51.91534357480149,12.132036165223665,1.0263782768157768,74.06674567034214,jaipur,2023
2023-12,72.26239203630509,120.59806932529057,43.238087653711915,14.380917418019102,0.9450334308454564,52.9502372867653,jaipur,2023
2024-01,85.5658064516129,131.93967741935484,47.277419354838706,13.73967741935484,1.047741935483871,43.42645161290323,jaipur,2024
2024-02,53.56758620689655,98.00965517241379,46.8248275862069,9.555862068965517,0.7013793103448276,41.32448275862069,jaipur,2024
2024-03,35.67709677419355,88.50612903225807,37.98741935483871,12.161290322580646,0.5409677419354838,33.61,jaipur,2024
2024-04,38.67100000000001,98.27833333333334,37.577666666666666,12.771666666666667,0.6256666666666667,29.281000000000002,jaipur,2024
2024-05,53.39483870967742,139.32451612903228,38.66935483870968,13.833870967741936,0.8051612903225807,59.43322580645162,jaipur,2024
2024-06,49.02733333333333,105.12666666666668,31.487333333333332,14.715,0.734,41.919999999999995,jaipur,2024
2024-07,25.85225806451613,47.950322580645164,22.015806451612903,12.110645161290323,0.4929032258064516,35.980322580645165,jaipur,2024
2024-08,22.251290322580644,46.68645161290323,22.218387096774194,13.206774193548387,0.705483870967742,23.854193548387098,jaipur,2024
2024-09,29.642333333333333,63.023,23.909333333333333,10.299333333333333,0.8016666666666666,34.727333333333334,jaipur,2024
2024-10,43.091,97.8355,44.3035,10.8805,0.9109999999999999,51.539,jaipur,2024
2017-01,,,,,,,kanchipuram,2017
2017-02,,,,,,,kanchipuram,2017
2017-03,,,,,,,kanchipuram,2017
2017-04,,,,,,,kanchipuram,2017
2017-05,,,,,,,kanchipuram,2017
2017-06,,,,,,,kanchipuram,2017
2017-07,,,,,,,kanchipuram,2017
2017-08,,,,,,,kanchipuram,2017
2017-09,,,,,,,kanchipuram,2017
2017-10,,,,,,,kanchipuram,2017
2017-11,,,,,,,kanchipuram,2017
2017-12,,,,,,,kanchipuram,2017
2018-01,,,,,,,kanchipuram,2018
2018-02,,,,,,,kanchipuram,2018
2018-03,,,,,,,kanchipuram,2018
2018-04,,,,,,,kanchipuram,2018
2018-05,,,,,,,kanchipuram,2018
2018-06,,,,,,,kanchipuram,2018
2018-07,,,,,,,kanchipuram,2018
2018-08,,,,,,,kanchipuram,2018
2018-09,,,,,,,kanchipuram,2018
2018-10,,,,,,,kanchipuram,2018
2018-11,,,,,,,kanchipuram,2018
2018-12,,,,,,,kanchipuram,2018
2019-01,,,,,,,kanchipuram,2019
2019-02,,,,,,,kanchipuram,2019
2019-03,,,,,,,kanchipuram,2019
2019-04,,,,,,,kanchipuram,2019
2019-05,,,,,,,kanchipuram,2019
2019-06,,,,,,,kanchipuram,2019
2019-07,,,,,,,kanchipuram,2019
2019-08,,,,,,,kanchipuram,2019
2019-09,,,,,,,kanchipuram,2019
2019-10,,,,,,,kanchipuram,2019
2019-11,,,,,,,kanchipuram,2019
2019-12,,,,,,,kanchipuram,2019
2020-01,,,,,,,kanchipuram,2020
2020-02,,,,,,,kanchipuram,2020
2020-03,,,,,,,kanchipuram,2020
2020-04,,,,,,,kanchipuram,2020
2020-05,,,,,,,kanchipuram,2020
2020-06,,,,,,,kanchipuram,2020
2020-07,,,,,,,kanchipuram,2020
2020-08,,,,,,,kanchipuram,2020
2020-09,,,,,,,kanchipuram,2020
2020-10,,,,,,,kanchipuram,2020
2020-11,,,,,,,kanchipuram,2020
2020-12,,,,,,,kanchipuram,2020
2021-01,,,,,,,kanchipuram,2021
2021-02,,,,,,,kanchipuram,2021
2021-03,,,,,,,kanchipuram,2021
2021-04,,,,,,,kanchipuram,2021
2021-05,,,,,,,kanchipuram,2021
2021-06,,,,,,,kanchipuram,2021
2021-07,,,,,,,kanchipuram,2021
2021-08,,,,,,,kanchipuram,2021
2021-09,,,,,,,kanchipuram,2021
2021-10,,,,,,,kanchipuram,2021
2021-11,,,,,,,kanchipuram,2021
2021-12,,,,,,,kanchipuram,2021
2022-01,,,,,,,kanchipuram,2022
2022-02,,,,,,,kanchipuram,2022
2022-03,,,,,,,kanchipuram,2022
2022-04,,,,,,,kanchipuram,2022
2022-05,,,,,,,kanchipuram,2022
2022-06,,,,,,,kanchipuram,2022
2022-07,,,,,,,kanchipuram,2022
2022-08,,,,,,,kanchipuram,2022
2022-09,,,,,,,kanchipuram,2022
2022-10,23.24666666666667,48.336666666666666,,44.40833333333333,0.7533333333333333,8.28,kanchipuram,2022
2022-11,24.37285714285714,50.910714285714285,1.2559999999999998,45.18571428571429,0.10428571428571429,8.288214285714286,kanchipuram,2022
2022-12,28.177931034482757,59.05931034482759,1.7690000000000001,43.15068965517241,0.06241379310344828,8.314137931034484,kanchipuram,2022
2023-01,34.8639946675788,73.6173307938921,3.5968805147058824,2.9095419042936808,0.07210726519160879,8.360969704522066,kanchipuram,2023
2023-02,39.37807305874552,83.43187185299496,1.6800729166666668,4.275142565303713,0.08936642437772205,8.276443331350563,kanchipuram,2023
2023-03,28.756240207658497,60.339790538209414,1.8819828988413547,7.122982017584352,0.09627585237461984,8.314635541067144,kanchipuram,2023
2023-04,26.34519075422302,55.09855015758751,2.396311298076923,11.875721397598538,0.10169895647604156,8.331418215465971,kanchipuram,2023
2023-05,24.46890551744445,51.005753397075615,,15.696922534099434,0.10063701725114499,16.165522389466016,kanchipuram,2023
2023-06,18.32242066636025,37.65614439317943,3.6993687513466926,13.927660315210295,0.29623726151637636,8.242729374980394,kanchipuram,2023
2023-07,14.248276230548763,28.801029306831428,3.1156047453703706,16.29034442795817,0.42308708703475206,3.3316203120802306,kanchipuram,2023
2023-08,18.345335488374644,37.70682607642951,1.8728559027777778,5.470262714543437,0.3219752198918048,3.2500582727679306,kanchipuram,2023
2023-09,9.705300716309763,19.953362517325512,2.9280613766339867,8.031725929406852,0.3077245860648831,3.3628935995517293,kanchipuram,2023
2023-10,26.5742322848872,54.454120702908504,2.4499930555555554,14.219085853921477,0.124592929364251,7.698838738059327,kanchipuram,2023
